title,content,topicName,tid
[流言板]宋晓波：男篮亚洲杯拿了第二，虽然输了但大家打得有血性,虎扑12月25日讯 今日，中国篮球名人堂成员宋晓波在2025中国篮球名人堂入堂人物名单揭晓仪式上谈到了名人堂对国家队建设最重要的传承是使命感和责任感。宋晓波表示：“名人堂不是终点，是个新的起点，我觉得,CBA专区,https://bbs.hupu.com/636513229.html
[流言板]武汉女篮众将谈新赛季：跟强队竞争，能够不断学习&持续进步,虎扑12月25日讯 武汉盛帆社媒分享日常视频。配文道：武汉盛帆黄鹤女篮的“老将”和外援，分享了她们新赛季的感受和新赛季的期待。来源：微博,CBA专区,https://bbs.hupu.com/636513214.html
[流言板]小米17 Ultra今天发布：共有5个版本,虎扑12月25日讯 天晚上小米将举行新品发布会，不少网友期待多时的小米17 Ultra将跟大家亮相。目前大家最关心的可能就是小米17 Ultra会不会涨价，而在这个问题上，小米集团总裁卢伟冰已经提前表,数码综合讨论,https://bbs.hupu.com/636510118.html
[赛事视频]济南RW侠第六局赛中语音回放：胜者组决赛干就完了；这把太乙零失误,来源：虎扑,王者荣耀,https://bbs.hupu.com/636513173.html
[流言板]中国足协官方：2026超级杯决赛场地为南京奥体中心体育场,虎扑12月25日讯 据中国足协官方消息：经公开征集，在对会员协会提交的材料进行综合评估后，中国足球协会现选定江苏南京赛区作为2026中国足球协会超级杯承办赛区，比赛场地为南京奥体中心体育场。对阵双方是,中国足球,https://bbs.hupu.com/636513165.html
[流言板]FM：马赛女足青训中心获官方批准，计划2026年启用,虎扑12月25日讯 据Foot Mercato报道，马赛女足迎来一则利好消息：俱乐部女足青训中心项目已正式获得批准，并计划于2026—2027赛季投入使用。这一决定被视为马赛女足迈向长期发展的关键一步,国际足球资讯,https://bbs.hupu.com/636513270.html
[流言板]吉林男篮回顾孙军职业生涯：两次常规赛MVP，单场70分得主,虎扑12月25日讯 据吉林男篮官方发文，2025年中国篮球名人堂入堂人物名单公布，吉林篮球传奇名宿、“虎王”孙军荣耀入选，这一荣誉无疑是对其辉煌篮球生涯的最高褒奖！国之利刃 国际赛场扬威名孙军是中国男,CBA专区,https://bbs.hupu.com/636513157.html
赛博朋克的深圳是每年宝可梦大赛的试验田？｜集换电波 Vol.44,11月的TCG闲聊节目来啦。这一期我们请来了超级喜欢光属于的牌手光男，和我们一起聊聊近一个月发生的趣事。随着英雄联盟S赛的落下帷幕，符文战场的第二弹也不远了。这一弹从预告开始就展现出了诸多的变化，装备,球星卡区,https://bbs.hupu.com/636476612.html
[流言板]宁波男篮官方：迟来的通关，不变的热爱！卡米然重返CBA,虎扑12月25日讯 宁波男篮官方分享卡米然训练片段。配文：迟来的通关，不变的热爱！卡米然重返CBA。来源：抖音,CBA专区,https://bbs.hupu.com/636513124.html
[流言板]李群解释五外&四外一内概念：现代篮球理念强调空间的重要性,虎扑12月25日讯 李群社媒分享日常视频。配文：五外、四外一内的概念。 现代篮球理念强调空间的重要性，五外站位、四外一内站位是什么，更要说明这两种站位成为绝对主流的原因。来源：抖音,CBA专区,https://bbs.hupu.com/636513109.html
[流言板]陈道宏：竞技体育也好&篮球运动也好，是要拼的，要打出血性,虎扑12月25日讯 今日，中国篮球名人堂成员陈道宏在2025中国篮球名人堂入堂人物名单揭晓仪式上谈到了中国男篮的氛围。陈道宏表示：“中国篮球是在团结拼搏、一直有责任感的这么一个氛围，我们几十年来取得了,CBA专区,https://bbs.hupu.com/636513106.html
[JR热议]晋级胜决，RW侠挑杯蜕变的关键是什么？,晋级胜决，RW侠蜕变的关键是什么？,王者荣耀,https://bbs.hupu.com/636513057.html
[流言板]iG 1:0 NIP，成功锁定2025德玛西亚杯八强名额,虎扑12月25日讯 随着iG在与NIP的BO3中1:0占得先机，iG也成功锁定了2025德玛西亚杯八强的名额，此前iG徳杯的战绩为：iG 0:2 EDGiG 2:0 LGDiG 2:0 WE来源：虎扑,英雄联盟,https://bbs.hupu.com/636513103.html
[流言板]RW/Hero第六局数据图：皖墨女娲对位领先玖熙小乔,虎扑12月25日讯 RW/Hero第六局数据图：皖墨女娲对位领先玖熙小乔，四项数据拉满来源：虎扑,王者荣耀,https://bbs.hupu.com/636513102.html
[JR热议]Peyz：队友们很强，T1战队本身很厉害，所以就加入了,Wolf：Peyz选手转会到T1，甚至还签了3年的约，连我都吓了一大跳，是以什么心态决定加入T1的呢？Peyz：首先我觉得最重要的就是队友们，因为如果要夺冠的话，一定要有好的队友们，这个占比最重，然后,英雄联盟,https://bbs.hupu.com/636513074.html
查克|逐帧拆解：联盟助攻王！6镜头解析约基奇传球魔法,持球推过半场的同时点头（可能是暗号？）示意队友抓早攻发动战术：哈达威前来设置“Touch Screen”。独行侠守“ice”，约基奇先是将球举过头顶——护球、观察防守、等哈达威下顺到更深的位置。随后在,篮球场,https://bbs.hupu.com/636513067.html
[流言板]家族的骄傲！三球更新ins，晒出一组鲍尔家族的合照,虎扑12月25日讯 今日，拉梅洛-鲍尔在个人ins上发布动态，晒出一组与哥哥朗佐-鲍尔对位的照片。他表示：“在这一切中受到祝福 🕺🏽🛸💕。”照片的最后一张是鲍尔家族三兄弟的合照。拉梅洛-鲍尔本,篮球资讯,https://bbs.hupu.com/636512978.html
[流言板]恭喜济南RW侠晋级2025王者荣耀挑战者杯胜者组决赛！,虎扑12月25日讯 恭喜济南RW侠晋级2025王者荣耀挑战者杯胜者组决赛！在今日的比赛中以4:2的比分战胜对手后，济南RW侠确认晋级胜者组决赛！刀光划破长夜雾，策马登临更高处！一路走来，他们以初心为刃,王者荣耀,https://bbs.hupu.com/636513063.html
[流言板]Renard辛德拉打出7/0/5战绩，拿下IG对阵NIP第一局MVP,虎扑12月25日讯 在刚刚结束的德杯小组赛IG对阵NIP的比赛中，Renard辛德拉打出7/0/5战绩，拿下IG对阵NIP第一局MVP，这是他第1个MVP。来源：虎扑电竞,英雄联盟,https://bbs.hupu.com/636513051.html
[赛后]RW 4-2 Hero：团战冷静决策直取C位，RW终结比赛挺进胜决,点击链接，给双方选手本局表现打分王者荣耀挑战者杯淘汰赛（胜者组半决赛，BO7）Game1：蓝色方济南RW侠 红色方南通Hero久竞【Ban/Pick】蓝色方禁用：关羽 鲁班大师 镜 蚩姹 大司命选用：,王者荣耀,https://bbs.hupu.com/636513048.html
[一图流]女娲卡住牛魔撤退路线，白清牛魔来回踱步交出人头,虎扑12月25日讯 女娲卡住牛魔撤退路线，白清牛魔来回踱步交出人头来源：虎扑,王者荣耀,https://bbs.hupu.com/636513037.html
[流言板]IG首局集锦：全员均有发挥团战取胜，IG稳扎稳打拿下首局,来源：虎扑电竞,英雄联盟,https://bbs.hupu.com/636513036.html
还原东契奇得知交易当晚：怒砸手机，本人比你还震惊！,[篮球杂谈]本期内容：卢卡-东契奇与达拉斯独行侠的羁绊，早已超越了球员与球队的雇佣关系。自2018年以探花身份被选中并加盟独行侠后，这位来自斯洛文尼亚的天才少年在达拉斯完成了从新秀到超级巨星的蜕变，不,湿乎乎的话题,https://bbs.hupu.com/636512772.html
4个首轮签？马刺是否应该追特雷墨菲？,来自美国记者Evan Sidery的最新报道，马刺被视为特雷墨菲的潜在下家。Evan Sidery表示，马刺拥有丰厚的选秀资产，同时他们对补强侧翼有着长期需求，从阵容适配角度来看，墨菲非常适合与文班亚,湿乎乎的话题,https://bbs.hupu.com/636511817.html
[流言板]韩旭社媒晒照：很特别的夏日圣诞节，想念祖国的亲人朋友,虎扑12月25日讯 今日，韩旭社媒晒照：很特别的夏日圣诞节，想念祖国的亲人朋友。配文：很特别的夏日圣诞节，和队友的家人朋友一起度过！和祖国的春节很像。想念祖国的亲人朋友，好在我可爱的队友们总是给我带来,CBA专区,https://bbs.hupu.com/636512985.html
[流言板]阿尔贝托：卡塔尔确实很富裕，但也并非所有人都是酋长,虎扑12月25日讯 近日，前拉齐奥球星，现效力于卡塔尔杜海勒的路易斯-阿尔贝托接受了Fanpage的采访，在此之中他回顾了自己的职业生涯，特别聚焦于在蓝鹰度过的八年时光。从与西蒙尼-因扎吉和萨里的默契,国际足球资讯,https://bbs.hupu.com/636512959.html
[流言板]阿尔贝托：如果萨里给我打电话，我愿意回归拉齐奥,虎扑12月25日讯 近日，前拉齐奥球星，现效力于卡塔尔杜海勒的路易斯-阿尔贝托接受了Fanpage的采访，在此之中他回顾了自己的职业生涯，特别聚焦于在蓝鹰度过的八年时光。从与西蒙尼-因扎吉和萨里的默契,国际足球资讯,https://bbs.hupu.com/636512955.html
[流言板]ESPN预测明日圣诞大战：尼克斯胜率64.9%，骑士胜率35.1%,虎扑12月25日讯 明日NBA圣诞大战，尼克斯将对阵骑士。赛前，美媒ESPN预测本场比赛，尼克斯胜率为64.9%，骑士胜率为35.1%。目前，尼克斯取得20胜9负，骑士则取得17胜14负。来源：ESP,篮球资讯,https://bbs.hupu.com/636512948.html
[流言板]阿尔贝托：接到拉齐奥电话后，我只考虑了五分钟就决定加盟,虎扑12月25日讯 近日，前拉齐奥球星，现效力于卡塔尔杜海勒的路易斯-阿尔贝托接受了Fanpage的采访，在此之中他回顾了自己的职业生涯，特别聚焦于在蓝鹰度过的八年时光。从与西蒙尼-因扎吉和萨里的默契,国际足球资讯,https://bbs.hupu.com/636512946.html
各队队史得分王是谁？3人得分超30000分，詹姆斯、库里、乔丹上榜,虽说防守能赢总冠军，但归根结底，想要获胜还是得比对手得更多分。这也是为什么在历史最佳球员榜单里，往往满是擅长得分的球员。以下就是NBA30支球队中，为各自球队得分最多的球员。1. 老鹰：多米尼克·威尔,湿乎乎的话题,https://bbs.hupu.com/636512710.html
[一图流]梦魇发条尝试失败，Jwei牛头顶起三人IG反打成功击杀两人控下听牌龙,来源：虎扑电竞,英雄联盟,https://bbs.hupu.com/636512912.html
[流言板]“爆”笑！什琴斯尼与巴尔德吉参与猜数字爆气球问答挑战,来源：YouTube,国际足球资讯,https://bbs.hupu.com/636512910.html
[流言板]BLG发布对战WBG赛前视频：抓住每一次调整机会，加油吧,来源：LPL,英雄联盟,https://bbs.hupu.com/636512905.html
[流言板]中国篮协分享杰出男运动员张锡山履历：第一批篮球运动健将,虎扑12月25日讯 中国篮协分享杰出男运动员张锡山履历。配文：【2025中国篮球名人堂名单杰出男运动员：张锡山】张锡山，生于1934年。我国第一批篮球运动健将、国家级教练员、中国残疾人轮椅篮球事业的开,CBA专区,https://bbs.hupu.com/636512896.html
[流言板]新疆啦啦队展示日常舞蹈：活在自己的热爱，而不是别人的眼光里,虎扑12月25日讯 新疆啦啦队社媒分享日常视频。配文：场下的姑娘们，活在自己的热爱咯，而不是别人的眼光里。来源：抖音,CBA专区,https://bbs.hupu.com/636512893.html
新秀榜：弗拉格、克努佩尔、奎因稳居前3，榜眼哈珀排名升至第5,北京时间12月25日，NBA官方公布了最新一期的新秀榜，独行侠状元秀库珀-弗拉格继续排在榜首位置，夏洛特黄蜂的康-克努佩尔稳居次席，马刺榜眼秀迪伦-哈珀排名升进前五。以下为详细榜单：1、库珀-弗拉格 ,湿乎乎的话题,https://bbs.hupu.com/636507936.html
[流言板]李弘权社媒分享赛场图集并配文：祝大家节日快乐,虎扑12月25日讯 李弘权社媒分享赛场图集。配文：祝大家节日快乐，Merry Christmas to You and Yours!在上一场对阵浙江的比赛中，上海球员李弘权全场出战27分钟，投篮9中7,CBA专区,https://bbs.hupu.com/636512889.html
[流言板]徐根宝亲自调馄饨馅款待海港庆生现场球迷，武磊等都说想来,虎扑12月25日讯 据《东方体育日报》报道，就在不久前，当上海海港俱乐部有意将20周年“庆生”活动放在根宝足球基地时，根宝自己都觉得意外：“俱乐部没有淡化过去的历史，没有忘记我。我举起了第一棒，上港集,中国足球,https://bbs.hupu.com/636512867.html
[流言板]FIBA三篮分享赛场片段：2025年度十佳不可思议的进球,虎扑12月25日讯 FIBA三篮分享赛场片段。配文：2025年度十佳不可思议的进球。来源：微博,CBA专区,https://bbs.hupu.com/636512862.html
圣诞大战现役得分榜：詹姆斯507分排名第1，雷霆老三少分列234,当节日的彩灯点亮街头，NBA赛场也迎来一年一度的焦点之战——圣诞大战。这不只是一场体育盛宴，更是一个丈量传奇与荣誉的特别舞台。12月25日，美国体育数据媒体《StatMuse》公布的一份圣诞大战现役球,湿乎乎的话题,https://bbs.hupu.com/636508612.html
[赛事视频]济南RW侠第五局赛中语音回放：张良没大可以打后续,来源：虎扑,王者荣耀,https://bbs.hupu.com/636512818.html
查克|唐斯40分赛季新高：面框冲锋、罚球线单打、前板掠夺,——面框持球冲锋右路跟进转换接哈特上球，投篮虚晃后立即衔接侧蹬步做启动左路突破的假动作，实则启动右路突破，扛着戈贝尔一路碾到篮下后强硬上篮打进。自行持球推进转换进攻要到海兰德错位，顺势抓优势对位启动突,尼克斯专区,https://bbs.hupu.com/636512655.html
[流言板]青岛发布明晚对阵山西数据前瞻：上赛季2次交手互有胜负,虎扑12月25日讯 据青岛男篮官方发文，明晚19：35，2025-2026赛季CBA联赛常规赛第6轮，青岛崂山啤酒主场迎战山西汾酒。回到主场，迎战强敌，我们将积极调整状态，打出精彩对决！青岛崂山啤酒与,CBA专区,https://bbs.hupu.com/636512781.html
查克|菲利观察：短下顺处理，前板掠夺，空手移动&切入,——短下顺处理&高位发牌乔治挡拆发起吸引兰戴尔外出延误，菲利顺下接球处理4打3：阅读到阿尔达马上提回收，以及亨德里克斯空接手势之后，快速处理高吊传球找到空切的亨德里克斯，打穿阿尔达马身后。这个回合则是,爵士专区,https://bbs.hupu.com/636512083.html
[流言板]中国篮协分享孙军履历：亚洲赛场，孙军为中国男篮五夺亚锦赛冠军,虎扑12月25日讯 中国篮协分享孙军履历。配文：【2025中国篮球名人堂名单杰出男运动员：孙军】孙军，生于1969年，原中国男篮队长，作为主力队员帮助中国男篮获得1994年世锦赛第八名和1996年奥运,CBA专区,https://bbs.hupu.com/636512774.html
[流言板]BR回顾往年圣诞大战特别版球衣，呼吁特别版款式再度归来,虎扑12月25日讯 Bleacher Repo联合旗下装备媒体brkicks回顾往年圣诞大战中球星穿着的特别版球衣，并呼吁联盟可以重启圣诞特别版款式球衣。来源：Instagram,运动装备,https://bbs.hupu.com/636512758.html
[流言板]合肥狂风啦啦队上新舞蹈：明晚对阵江西鲸裕，邀您现场观赛,虎扑12月25日讯 合肥狂风男篮分享日常视频。明晚NBL联赛，合肥狂风对阵江西鲸裕清酒。来源：抖音,CBA专区,https://bbs.hupu.com/636512750.html
[流言板]RW/Hero第五局数据图：小度马超两项数据拉满，团战支援四次,虎扑12月25日讯 RW/Hero第五局数据图：小度马超两项数据拉满，团战支援四次来源：虎扑,王者荣耀,https://bbs.hupu.com/636512746.html
复盘马刺双杀雷霆：抛去天赋，马刺的纪律性和策略也是制胜之宝,马刺雷霆的这二番战，分别以不同程度暴露了雷霆的问题，而马刺做到的，也绝不仅是文班在禁区的天赋克制迫使SGA和雷霆其他球员改变出手区域。更重要的一点是马刺在这两场比赛中拥有更好的纪律性和全盘的策略。策略,篮球场,https://bbs.hupu.com/636509851.html
[流言板]湖北文旅发布赛事预告：明晚对阵上海玄鸟，放手一搏的战斗,虎扑12月25日讯 据湖北文旅男篮发文，北京时间2025年12月26日19:30，2025-2026赛季NBL联赛常规赛第三轮继续进行。历经连续客场的奔波与鏖战，湖北文旅男篮的开赛三连客征程即将迎来收,CBA专区,https://bbs.hupu.com/636512727.html
[流言板]阿莫林：节礼日赛事意义非凡，但我们现在满脑子只想赢球,虎扑12月25日讯 英超联赛，曼联将会对阵纽卡斯尔，这也是节礼日的唯一一场比赛。赛前，曼联主帅阿莫林接受俱乐部官方电视台的采访。鲁本，我知道你这边多名球员缺阵，目前球队整体状态如何？大家已经做好准备，,国际足球资讯,https://bbs.hupu.com/636512708.html
ep.12 回顾2025：95后年满三十，中国步入真中年社会；展望2026：投资干货早知道！跟着巴菲特布局AI生态,00:00回顾2025: 95后年满三十，中国步入真中年社会；13:01展望2026: 投资干货早知道！跟着巴菲特布局AI生态欢迎加入节目听友群，年底群内有小小福利感谢大家的支持。加主播微信入群： f,步行街主干道,https://bbs.hupu.com/636483078.html
栾利程对阵北控集锦回顾，全场得到22分3篮板1抢断,转载自微博 花球世界,CBA专区,https://bbs.hupu.com/636504407.html
[赛后]RW 3-2 Hero：小俞苍刀尖舔血疯狂输出，RW绝地翻盘先拿赛点,点击链接，给双方选手本局表现打分王者荣耀挑战者杯淘汰赛（胜者组半决赛，BO7）Game5：蓝色方济南RW侠 红色方南通Hero久竞【Ban/Pick】蓝色方禁用：盾山 空空儿 狄仁杰 王昭君 西施选用,王者荣耀,https://bbs.hupu.com/636512692.html
[流言板]圣诞礼物？前竞购者向曼联提出5年3.75亿镑赞助方案,虎扑12月25日讯 据曼彻斯特晚报报道，前曼联竞购者托马斯-齐利亚库斯近日向俱乐部提出了一份价值3.75亿英镑的新提案。这位芬兰企业家曾在2023年试图收购曼联时，与吉姆-拉特克利夫爵士和谢赫-贾西姆,国际足球资讯,https://bbs.hupu.com/636512679.html
[流言板]WE 0-2 LGD，本届德玛西亚杯小组赛第二轮一局不胜,虎扑12月25日讯 随着WE 0-2不敌LGD，本届徳杯小组赛第二轮WE战绩也来到了：WE 0-2 IGWE 0-2 EDGWE 0-2 LGD本届德玛西亚杯第二轮一局不胜来源：虎扑电竞,英雄联盟,https://bbs.hupu.com/636512676.html
[一图流]小俞苍配合少司缘先收妖刀戈娅，随后开启逐日拿下三杀,虎扑12月25日讯 小俞苍配合少司缘先收妖刀戈娅，随后开启逐日拿下三杀来源：虎扑,王者荣耀,https://bbs.hupu.com/636512661.html
[流言板]穆迪谈追梦&科尔冲突：这是很好的交流，他们的出发点是好的,虎扑12月25日讯 明日NBA圣诞大战，勇士将坐镇主场迎战独行侠。在今日的训练结束后，勇士球员穆迪接受了采访。记者提问：“在德雷蒙德-格林和科尔的冲突中，你扮演了什么角色来试图缓和局势？”穆迪：“我只,篮球资讯,https://bbs.hupu.com/636512618.html
[流言板]赛后采访Heng：希望能进到下一轮打个BO5，（队伍）比赛经验更多了,来源：虎扑电竞,英雄联盟,https://bbs.hupu.com/636512585.html
